Id;Name;Name.NCBI;entrez;product;ctrl4;ctrl5;ctrl6;IP1;IP2;IP3;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
gene1702;SAOUHSC_01784;ABD30853.1;3920426;ribosomal protein L20;9306;12243;1861;30152;24900;25115;14724.06637;1.678711701;0.193677731;8.667551461;4.42E-18;9.90E-17
gene1703;SAOUHSC_01785;ABD30854.1;3920427;ribosomal protein L35;8252;11805;863;28545;22902;23387;13123.33612;1.970625777;0.31190576;6.318016631;2.65E-10;2.34E-09
gene1704;SAOUHSC_01786;ABD30855.1;3920428;translation initiation factor IF-3;14354;17105;3303;43858;37612;36472;22049.53833;1.578990715;0.238540914;6.619370595;3.61E-11;3.68E-10
gene1705;SAOUHSC_01787;ABD30856.1;3920429;conserved hypothetical protein;31183;57310;9348;6165;4894;5961;17793.56522;-2.684660351;0.305339401;-8.792381017;1.46E-18;3.48E-17
gene1706;SAOUHSC_01788;ABD30857.1;3920430;threonyl-tRNA synthetase;28150;80259;15009;6518;5586;4267;23326.2095;-3.212184088;0.429739012;-7.474732339;7.74E-14;1.16E-12
gene1707;SAOUHSC_01789;ABD30858.1;3920431;conserved hypothetical protein;18366;32497;1039;7041;6654;5048;8541.595248;-1.179660583;0.504900501;-2.336421893;0.019469264;0.037433525
gene1708;SAOUHSC_01791;ABD30859.1;3920432;conserved hypothetical protein;10548;12692;2154;7600;6724;6054;6742.748753;-0.447955879;0.206686695;-2.167318412;0.030210584;0.054921034
gene1709;SAOUHSC_01792;ABD30860.1;3920433;conserved hypothetical protein;12738;13461;2333;7034;6171;4919;6863.662886;-0.78251268;0.214255891;-3.652234144;0.000259969;0.000783342
gene171;SAOUHSC_00181;ABD29359.1;3919495;conserved hypothetical protein;599;609;128;2189;2143;1531;1032.806677;1.94806146;0.27588114;7.061234633;1.65E-12;1.97E-11
gene1710;SAOUHSC_01793;ABD30861.1;3920434;conserved hypothetical protein;5893;7143;883;2513;2476;1848;2918.490925;-1.03776194;0.224829698;-4.615768945;3.92E-06;1.75E-05
gene1711;SAOUHSC_01794;ABD30862.1;3920435;glyceraldehyde-3-phosphate dehydrogenase type I;20078;22129;891;19848;27396;18757;14432.88972;0.896889638;0.5156351;1.739388258;0.081966492;0.130840328
gene1712;SAOUHSC_01795;ABD30863.1;3920436;dephospho-CoA kinase;4219;6290;1216;4845;3279;3941;3590.711433;-0.18506109;0.288831058;-0.640724341;0.521701796;0.609989793
gene1713;SAOUHSC_01796;ABD30864.1;3920437;formamidopyrimidine-DNA glycosylase;4412;4912;555;3853;2968;3181;2752.719808;0.040421266;0.230394382;0.175443802;0.860730926;0.896595897
gene1714;SAOUHSC_01797;ABD30865.1;3920438;DNA polymerase I;11801;12016;1454;9059;6659;6377;6561.304566;-0.193643885;0.227906235;-0.84966471;0.395511524;0.48777673
gene1715;SAOUHSC_01798;ABD30866.1;3920439;conserved hypothetical protein;1267;1175;81;2392;1561;2427;1210.414133;1.504313417;0.418714652;3.592693518;0.000327277;0.000968034
gene1716;SAOUHSC_01799;ABD30867.1;3920440;Histidine kinase- DNA gyrase B- and HSP90-like ATPase domain protein;3945;3808;344;6099;4099;4532;3095.265798;0.950479533;0.31877311;2.981680397;0.002866711;0.006824178
gene1717;SAOUHSC_01800;ABD30868.1;3920441;two-component response regulator putative;2565;3238;409;1294;936;909;1317.724863;-1.023988705;0.188061355;-5.444971442;5.18E-08;3.38E-07
gene1718;SAOUHSC_A01723;ABD32057.1;NA;hypothetical protein;14;8;0;18;23;17;10.62814628;1.473122749;0.749676851;1.96501032;0.049413043;0.083919358
gene1719;SAOUHSC_01801;ABD30869.1;3920442;isocitrate dehydrogenase NADP-dependent;6290;5126;1032;14415;10026;9851;6657.636759;1.305993648;0.257215195;5.077435828;3.83E-07;2.14E-06
gene172;SAOUHSC_00182;ABD29360.1;3919496;conserved hypothetical protein;876;984;44;675;441;466;443.5913026;-0.058069803;0.4581347;-0.126752686;0.899136145;0.929016802
gene1720;SAOUHSC_01802;ABD30870.1;3920443;conserved hypothetical protein;3276;2756;443;5940;4536;4201;2979.45187;1.109597376;0.242532235;4.575051135;4.76E-06;2.10E-05
gene1721;SAOUHSC_01803;ABD30871.1;3919273;conserved hypothetical protein;28811;36480;5076;7898;6193;4359;12791.98533;-2.01462439;0.225722653;-8.92522025;4.45E-19;1.12E-17
gene1722;SAOUHSC_01804;ABD30872.1;NA;transposase putative;14;6;1;9;7;11;6.716248302;0.327218221;0.820440926;0.398832153;0.690016884;0.756417024
gene1723;SAOUHSC_01805;ABD30873.1;NA;truncated transposase putative;2;3;0;7;11;15;5.358271538;2.774535202;1.055616345;2.628355666;0.008579876;0.017960627
gene1724;SAOUHSC_01806;ABD30874.1;3919276;pyruvate kinase;38903;31292;11099;11428;8786;7068;18784.2532;-1.995375788;0.383892699;-5.197743514;2.02E-07;1.18E-06
gene1725;SAOUHSC_01807;ABD30875.1;3919277;6-phosphofructokinase putative;9402;13528;6964;4034;3542;2926;8558.741819;-2.276530145;0.558176566;-4.078512576;4.53E-05;0.000160218
gene1726;SAOUHSC_01808;ABD30876.1;3919278;acetyl-CoA carboxylase carboxyl transferase alpha subunit;6817;8404;1898;12431;7716;10177;7090.441691;0.552039683;0.309369686;1.784401342;0.074358473;0.120239233
gene1727;SAOUHSC_01809;ABD30877.1;3919279;acetyl-CoA carboxylase carboxyl transferase beta subunit;5211;6622;982;7922;5426;6178;4613.31646;0.51449126;0.196941015;2.612412958;0.008990558;0.018720067
gene1728;SAOUHSC_01810;ABD30878.1;3919280;NADP-dependent malic enzyme putative;4507;6420;1880;6478;4170;4795;4544.964388;-0.16951873;0.396618524;-0.427410018;0.669080712;0.739339592
gene1729;SAOUHSC_01811;ABD30879.1;3919281;DNA polymerase III alpha subunit superfamily;18252;15993;2671;17652;13709;11872;11441.48209;0.135320134;0.231228578;0.585222359;0.558398212;0.642463208
gene173;SAOUHSC_00183;ABD29361.1;3919497;membrane protein putative;2309;1430;596;3406;4763;3716;2507.960147;1.075535612;0.451439552;2.382457647;0.01719751;0.03344164
gene1730;SAOUHSC_01812;ABD30880.1;3919282;conserved hypothetical protein;4227;4077;810;4573;3402;2921;2932.33887;0.077737851;0.239692529;0.324323214;0.745693346;0.80445079
gene1731;SAOUHSC_01813;ABD30881.1;3919283;conserved hypothetical protein;6033;5604;1057;5215;4068;3151;3665.933482;-0.183969204;0.24410601;-0.753644712;0.451062589;0.542942034
gene1732;SAOUHSC_01814;ABD30882.1;3919284;conserved hypothetical protein;9436;8985;1281;6802;5168;4801;5145.57446;-0.277874356;0.216510112;-1.283424375;0.199343439;0.277700432
gene1733;SAOUHSC_01815;ABD30883.1;3919285;conserved hypothetical protein;13045;12017;2398;7105;6617;5170;6921.623898;-0.699050773;0.251844328;-2.775725693;0.005507866;0.012211929
gene1734;SAOUHSC_01816;ABD30884.1;3919286;conserved hypothetical protein;4629;5441;1314;2835;1968;1976;2882.978941;-1.050429238;0.303043551;-3.466264943;0.000527743;0.001507207
gene1735;SAOUHSC_01817;ABD30885.1;3919287;conserved hypothetical protein;674;486;40;465;296;288;295.7817736;-0.093007268;0.416217677;-0.223458235;0.823178885;0.865571648
gene1736;SAOUHSC_01818;ABD30886.1;3919288;alanine dehydrogenase;12323;14245;3267;14317;14799;9342;10364.61368;0.102568327;0.319338829;0.32118965;0.748066675;0.805791506
gene1737;SAOUHSC_01819;ABD30887.1;3919289;conserved hypothetical protein;51324;46751;22976;19597;17167;8237;32134.5538;-2.076289638;0.522112051;-3.976712728;6.99E-05;0.000235439
gene1738;SAOUHSC_01820;ABD30888.1;3919290;acetate kinase;8749;7147;1262;10651;8683;7079;6214.103537;0.521058713;0.252998476;2.05953301;0.039443206;0.069310605
gene1739;SAOUHSC_01821;ABD30889.1;3919291;conserved hypothetical protein;2814;2035;242;2098;1524;1243;1354.183069;-0.036711362;0.340934321;-0.107678693;0.914250572;0.938255651
gene174;SAOUHSC_00184;ABD29362.1;3919498;Response regulator receiver domain protein;544;606;98;552;306;411;362.3565423;-0.090650562;0.262607926;-0.34519355;0.729948867;0.790007951
gene1740;SAOUHSC_01822;ABD30890.1;3919292;conserved hypothetical protein;9658;6469;671;6332;4478;3198;4107.763804;-0.197597079;0.400206638;-0.493737634;0.621491483;0.699495372
gene1741;SAOUHSC_01823;ABD30891.1;3921773;conserved hypothetical protein;1118;2028;189;1313;1239;1183;976.4826487;0.217965459;0.279927826;0.778648775;0.436186639;0.527356007
gene1742;SAOUHSC_01824;ABD30892.1;3921774;thiamine biosynthesis protein ThiI;1841;2797;702;2406;2364;2045;1913.530401;0.009058527;0.365711842;0.024769576;0.980238758;0.9856425
gene1743;SAOUHSC_01825;ABD30893.1;3921775;conserved hypothetical protein;1433;2093;137;1829;1556;1463;1136.00681;0.556271318;0.337931005;1.646109145;0.09974129;0.154876373
gene1744;SAOUHSC_01826;ABD30894.1;3921776;conserved hypothetical protein;213;151;61;223;188;137;156.2864598;-0.044288839;0.429664766;-0.10307766;0.917901335;0.940943445
gene1745;SAOUHSC_01827;ABD30895.1;3921777;conserved hypothetical protein;26870;25676;2961;26650;18288;18833;16394.92454;0.22029614;0.259325757;0.849495795;0.395605469;0.48777673
gene1746;SAOUHSC_01828;ABD30896.1;3921778;GAF domain protein;1997;2160;636;1231;811;797;1259.237007;-1.145996807;0.356461411;-3.214925294;0.001304785;0.003383783
gene1747;SAOUHSC_01829;ABD30897.1;3921779;ribosomal protein S4;40803;47800;10046;65982;67959;55947;42821.93959;0.732438296;0.277940254;2.635236474;0.008407868;0.017681728
gene1748;SAOUHSC_A01754;ABD32058.1;NA;hypothetical protein;87;89;13;128;59;72;62.5043767;0.356747237;0.363213801;0.982196261;0.326003169;0.419936286
gene1749;SAOUHSC_01830;ABD30898.1;3921780;conserved hypothetical protein;711;1089;197;1029;722;796;673.5007927;0.1591533;0.273087678;0.582791949;0.560033365;0.643803062
gene175;SAOUHSC_00185;ABD29363.1;3919499;conserved hypothetical protein;943;1430;156;877;528;589;625.5254543;-0.360547898;0.24542085;-1.469100518;0.141805527;0.207809278
gene1750;SAOUHSC_01831;ABD30899.1;3921781;conserved hypothetical protein;1807;2173;375;1326;1131;762;1115.139004;-0.589369829;0.251987296;-2.338887068;0.019341279;0.037239788
gene1751;SAOUHSC_01832;ABD30900.1;3921782;conserved hypothetical protein;18359;23660;3912;1429;1292;778;7515.628769;-3.862810217;0.271485956;-14.22839796;6.11E-46;1.67E-43
gene1752;SAOUHSC_01833;ABD30901.1;3921783;D-3-phosphoglycerate dehydrogenase;17474;22295;3140;2924;2366;2013;7290.674276;-2.630340945;0.180097664;-14.60508084;2.61E-48;8.92E-46
gene1753;SAOUHSC_01834;ABD30902.1;3921784;hypothetical protein;209;234;46;117;95;91;119.9647397;-0.845172351;0.280996432;-3.007768982;0.002631731;0.006352967
gene1754;SAOUHSC_01835;ABD30903.1;3921785;conserved hypothetical protein;7252;10719;743;2646;2036;2253;3334.468468;-1.287535444;0.328286263;-3.92199001;8.78E-05;0.00028984
gene1755;SAOUHSC_01836;ABD30904.1;3921786;conserved hypothetical protein;5022;5852;795;7847;5690;5892;4377.349731;0.684329344;0.181553069;3.769307505;0.000163701;0.000515404
gene1756;SAOUHSC_01837;ABD30905.1;3921787;1-acyl-sn-glycerol-3-phosphate acyltransferases domain protein;2700;3248;543;1533;1122;1037;1501.125852;-0.952043799;0.201893415;-4.715576285;2.41E-06;1.12E-05
gene1757;SAOUHSC_01838;ABD30906.1;3921788;conserved hypothetical protein;8091;9190;2180;3905;2989;1852;4486.463914;-1.459420122;0.335617046;-4.348468411;1.37E-05;5.44E-05
gene1758;SAOUHSC_01839;ABD30907.1;3921789;tyrosyl-tRNA synthetase;1553;1828;243;1200;754;719;885.3217978;-0.503413447;0.216426372;-2.326026369;0.020017144;0.038405965
gene1759;SAOUHSC_01840;ABD30908.1;3921790;transglycosylase domain protein;831;1108;64;599;341;439;435.5182099;-0.379682627;0.39257304;-0.967164293;0.333461909;0.427331046
gene176;SAOUHSC_00186;ABD29364.1;3919500;lipoprotein putative;742;859;120;549;347;369;423.4859487;-0.516754962;0.218708947;-2.362751816;0.018139813;0.03517401
gene1760;SAOUHSC_01841;ABD30909.1;3921791;hypothetical protein;0;0;1;1;0;0;0.793318243;-0.926427155;3.189835807;-0.290430985;0.771486542;0.821637672
gene1761;SAOUHSC_01843;ABD30910.1;3920522;conserved hypothetical protein;1156;1362;147;2757;1856;1671;1226.911215;1.239706658;0.240297797;5.159042962;2.48E-07;1.43E-06
gene1762;SAOUHSC_01844;ABD30911.1;3920523;conserved hypothetical protein;3;5;2;7;7;6;4.992754316;0.752780742;0.926497511;0.812501634;0.416503849;0.508502692
gene1763;SAOUHSC_01845;ABD30912.1;3920524;formate-tetrahydrofolate ligase putative;16505;21580;5719;11006;9087;5561;11366.57773;-1.153829399;0.377060475;-3.060064562;0.002212893;0.00543978
gene1764;SAOUHSC_01846;ABD30913.1;3920525;acetyl-CoA synthetase putative;8449;16611;2827;3945;4547;2424;5999.252671;-1.552204128;0.370994859;-4.183896601;2.87E-05;0.000105237
gene1765;SAOUHSC_01847;ABD30914.1;3920526;conserved hypothetical protein;3609;4335;659;1087;1112;640;1672.58171;-1.694662661;0.273731312;-6.190971173;5.98E-10;4.97E-09
gene1766;SAOUHSC_01849;ABD30915.1;3920527;conserved hypothetical protein;4518;5986;1410;2092;2224;1213;2818.188683;-1.411972721;0.364248214;-3.876402596;0.000106012;0.000346121
gene1767;SAOUHSC_01850;ABD30916.1;3920528;catabolite control protein A;17447;27805;2308;20385;14065;13232;12807.40935;0.076514358;0.278643013;0.274596364;0.78362636;0.830686448
gene1768;SAOUHSC_01851;ABD30917.1;3920529;hypothetical protein;3;1;1;1;1;2;1.704803657;-0.623090783;1.516503833;-0.4108732;0.681165514;0.750269262
gene1769;SAOUHSC_01852;ABD30918.1;3920530;conserved hypothetical protein;22569;39246;5376;5431;3672;3658;11753.47253;-2.503878784;0.244266559;-10.25059996;1.18E-24;5.03E-23
gene177;SAOUHSC_00187;ABD29365.1;3919501;formate acetyltransferase;115798;174349;48883;12460;9991;7131;67209.70375;-3.952806176;0.399556658;-9.892980387;4.47E-23;1.55E-21
gene1770;SAOUHSC_01853;ABD30919.1;3920531;hypothetical protein;24;27;1;19;19;15;13.47021841;0.109433761;0.594149253;0.184185641;0.853867824;0.891332456
gene1771;SAOUHSC_01854;ABD30920.1;3920532;conserved hypothetical protein;41186;52115;13573;26580;21368;17624;28020.72323;-1.058871012;0.338106343;-3.131769139;0.001737564;0.004389637
gene1772;SAOUHSC_01855;ABD30921.1;3920533;conserved hypothetical protein;55430;32274;6482;37134;28451;20945;25813.12005;-0.225029184;0.346541145;-0.649357768;0.516107155;0.604481667
gene1773;SAOUHSC_01856;ABD30922.1;3920534;UDP-N-acetylmuramate--alanine ligase;12958;18497;2218;10327;7766;7312;8289.538868;-0.436177913;0.190468352;-2.290028282;0.022019677;0.041895575
gene1774;SAOUHSC_01857;ABD30923.1;3920535;conserved hypothetical protein;28655;37079;8337;20302;14999;13643;19272.21452;-0.88436981;0.294260505;-3.005397579;0.002652339;0.006388028
gene1775;SAOUHSC_01858;ABD30924.1;3920536;conserved hypothetical protein;2348;2863;933;1544;1038;971;1665.936982;-1.263626561;0.40256768;-3.138917068;0.001695734;0.004291886
gene1776;SAOUHSC_01859;ABD30925.1;3920537;conserved hypothetical protein;2202;1844;339;1671;1141;1160;1210.165685;-0.266365464;0.250728936;-1.062364272;0.288070347;0.378559303
gene1777;SAOUHSC_01860;ABD30926.1;3920538;conserved hypothetical protein;4941;4507;1302;2110;1408;1263;2541.491552;-1.519484663;0.337633244;-4.500400037;6.78E-06;2.89E-05
gene1778;SAOUHSC_01861;ABD30927.1;3920539;conserved hypothetical protein;3517;3943;1146;3496;2182;2219;2644.916048;-0.520873745;0.35855477;-1.45270343;0.146306114;0.212695818
gene1779;SAOUHSC_01863;ABD30928.1;3920540;conserved hypothetical protein;4341;4127;220;2033;1315;1588;1731.248501;-0.61401873;0.452658864;-1.356471238;0.174949281;0.248913797
gene178;SAOUHSC_00188;ABD29366.1;3919502;pyruvate formate-lyase 1 activating enzyme putative;39163;70520;26682;5515;4079;3005;31050.03136;-4.083853158;0.514574931;-7.936362451;2.08E-15;3.58E-14
gene1780;SAOUHSC_01864;ABD30929.1;3920541;conserved hypothetical protein;2533;3229;888;2149;1634;1356;1912.47344;-0.757339979;0.357655493;-2.117512507;0.034216375;0.061387542
gene1781;SAOUHSC_01865;ABD30930.1;3921754;conserved hypothetical protein;12610;17987;2877;15047;11974;12243;10607.94101;0.098846718;0.217863004;0.453710434;0.650037256;0.722674495
gene1782;SAOUHSC_01866;ABD30931.1;3921755;conserved hypothetical protein;19458;21896;7836;16938;13676;12239;15610.06137;-0.695129049;0.41485486;-1.67559577;0.093817398;0.147181423
gene1783;SAOUHSC_01867;ABD30932.1;3921756;D-amino acid aminotransferase;4829;6217;1106;4226;2937;3259;3349.183659;-0.391026013;0.230688088;-1.695042063;0.090067442;0.141867887
gene1784;SAOUHSC_01868;ABD30933.1;3921757;conserved hypothetical protein;9696;11421;5743;3116;2394;1986;7138.404825;-2.557875451;0.522730755;-4.893294349;9.92E-07;5.08E-06
gene1785;SAOUHSC_01869;ABD30934.1;3921758;conserved hypothetical protein;19200;32877;3990;7485;7913;5982;11062.15633;-1.422808673;0.260118578;-5.469846416;4.50E-08;3.01E-07
gene1786;SAOUHSC_01870;ABD30935.1;3921759;ribosomal small subunit pseudouridine synthase A putative;4624;7053;995;4426;3347;3507;3453.460125;-0.258375407;0.21233281;-1.216841652;0.223664469;0.306432643
gene1787;SAOUHSC_01871;ABD30936.1;3921760;polysaccharide biosynthesis protein putative;6635;6268;1331;4567;3433;3169;3816.821686;-0.550304541;0.249151032;-2.208718685;0.027194214;0.050272547
gene1788;SAOUHSC_01872;ABD30937.1;3921761;conserved hypothetical protein;2247;2973;808;1998;1829;1467;1830.052109;-0.557884649;0.361904556;-1.54152425;0.123189246;0.184783869
gene1789;SAOUHSC_01873;ABD30938.1;3921762;conserved hypothetical protein;2272;2314;339;6832;4625;4995;2992.671042;1.673673764;0.209201401;8.000299033;1.24E-15;2.19E-14
gene179;SAOUHSC_00189;ABD29367.1;NA;conserved hypothetical protein;207;484;46;140;88;90;144.8872028;-1.2163902;0.353592662;-3.44008892;0.000581523;0.001647047
gene1790;SAOUHSC_01874;ABD30939.1;3921763;conserved hypothetical protein;828;1502;652;480;353;354;845.295068;-2.040455939;0.549604493;-3.712589626;0.000205149;0.000633509
gene1791;SAOUHSC_01875;ABD30940.1;3921764;leucyl-tRNA synthetase;6943;7673;2359;3660;3133;2542;4432.536838;-1.27032041;0.370191969;-3.431518009;0.000600213;0.001695514
gene1792;SAOUHSC_01876;ABD30941.1;3921765;conserved hypothetical protein;2873;2276;600;2449;2331;1635;1850.482048;-0.095985995;0.323971376;-0.296279246;0.767016834;0.818789722
gene1793;SAOUHSC_01877;ABD30942.1;3921766;conserved hypothetical protein;3918;3965;1039;3037;2291;1805;2518.857989;-0.641938494;0.318716014;-2.014139443;0.043994895;0.076231814
gene1794;SAOUHSC_01878;ABD30943.1;3921767;conserved hypothetical protein;2834;2925;228;2353;1674;1472;1519.790587;-0.01300221;0.34147174;-0.038076971;0.969626312;0.977126184
gene1795;SAOUHSC_01879;ABD30944.1;3921768;virulence factor regulator protein;7485;6620;444;6815;5197;4855;4141.496719;0.376477362;0.407067412;0.924852618;0.355042576;0.449720596
gene1796;SAOUHSC_01880;ABD30945.1;NA;conserved hypothetical protein;64;91;7;120;82;86;60.69497181;0.849601647;0.34845373;2.438205056;0.014760398;0.029242904
gene1797;SAOUHSC_01881;ABD30946.1;NA;conserved hypothetical protein;22;23;1;43;18;28;17.55065978;0.978384105;0.58151641;1.682470326;0.092477674;0.145246221
gene1798;SAOUHSC_01882;ABD30947.1;3921771;conserved hypothetical protein;5857;6021;893;7399;5044;4721;4222.585956;0.347192027;0.204885389;1.694567044;0.090157583;0.141928163
gene1799;SAOUHSC_01883;ABD30948.1;3921772;conserved hypothetical protein;12;36;5;15;8;25;15.09898063;-0.207669962;0.700246488;-0.296566946;0.76679715;0.818789722
gene18;SAOUHSC_T00011;NA;NA;NA;186;23;137;262;209;110;195.8870361;-0.541531154;0.923221646;-0.586566786;0.557494695;0.641693515
gene180;SAOUHSC_00190;ABD29368.1;3919504;conserved hypothetical protein;1622;2188;204;1403;889;977;985.7732564;-0.251683865;0.262391692;-0.959191439;0.337462313;0.431447144
gene1800;SAOUHSC_01884;ABD30949.1;3920833;conserved hypothetical protein;28228;40018;5538;4814;6063;2728;12736.66771;-2.510067098;0.342111219;-7.336991479;2.18E-13;3.07E-12
gene1801;SAOUHSC_01886;ABD30950.1;3920834;riboflavin synthase beta subunit;1430;1268;293;1237;1234;944;963.8410178;-0.01428488;0.291727603;-0.0489665;0.960945993;0.969878316
gene1802;SAOUHSC_01887;ABD30951.1;3920835;riboflavin biosynthesis protein putative;2480;2973;470;2630;3052;2415;2035.574993;0.367686551;0.252749125;1.454749055;0.145738747;0.212209266
gene1803;SAOUHSC_01888;ABD30952.1;3920836;riboflavin synthase alpha subunit;1309;1341;305;1486;1622;1230;1097.285405;0.33638402;0.299200226;1.124277291;0.260895409;0.349521066
gene1804;SAOUHSC_01889;ABD30953.1;3920837;riboflavin biosynthesis protein RibD;2951;2919;1007;2713;3215;2331;2469.898438;-0.155592335;0.411548891;-0.378065251;0.705382121;0.769507769
gene1805;SAOUHSC_01890;ABD30954.1;3920838;conserved hypothetical protein;887;896;160;901;669;656;605.6783008;0.065969178;0.220644202;0.298984418;0.764951935;0.817580301
gene1806;SAOUHSC_01891;ABD30955.1;3920839;arsenate operon regulator;323;493;13;545;480;419;294.9261443;1.084319756;0.523945254;2.06952873;0.038496498;0.068040322
gene1807;SAOUHSC_01893;ABD30956.1;3920840;arsenical pump membrane protein subfamily;1162;1503;64;1934;1688;1812;1086.330464;1.241741376;0.454960056;2.729341534;0.006346094;0.013801998
gene1808;SAOUHSC_01894;ABD30957.1;3920841;arsenate reductase;620;609;168;952;843;881;620.4653303;0.644181605;0.332212616;1.939064244;0.052493516;0.088491842
gene1809;SAOUHSC_01895;ABD30958.1;3920842;conserved hypothetical protein;9286;12003;1654;8638;7199;6504;6454.783116;-0.101111672;0.175785855;-0.575198;0.565157395;0.648875633
gene181;SAOUHSC_00191;ABD29369.1;3919505;conserved hypothetical protein;4808;4511;95;4082;3290;2197;2368.513689;0.32046888;0.645539903;0.496435432;0.619587232;0.698248801
gene1810;SAOUHSC_01896;ABD30959.1;3920843;conserved hypothetical protein;1781;2173;115;1173;784;811;873.8534688;-0.369184808;0.410688956;-0.89894019;0.368684519;0.462996102
gene1811;SAOUHSC_01897;ABD30960.1;3920844;conserved hypothetical protein;1415;1416;73;877;618;909;687.199483;-0.050696315;0.465294188;-0.108955401;0.913237864;0.937568029
gene1812;SAOUHSC_01898;ABD30961.1;3920845;conserved hypothetical protein;1854;2556;67;1026;759;1048;902.8647421;-0.341381409;0.56477912;-0.604451185;0.545543714;0.632134006
gene1813;SAOUHSC_01899;ABD30962.1;3920846;conserved hypothetical protein;1922;2348;102;1212;897;1074;961.2255728;-0.217242982;0.460857814;-0.471388302;0.637363468;0.712347406
gene1814;SAOUHSC_01900;ABD30963.1;3920847;conserved hypothetical protein;536;375;32;1312;757;1063;554.0415486;1.837653199;0.423283954;4.341419466;1.42E-05;5.61E-05
gene1815;SAOUHSC_01901;ABD30964.1;3920848;conserved hypothetical protein;12284;12695;876;7210;5351;2907;5329.936808;-0.620472438;0.421323976;-1.472672988;0.140839234;0.206614554
gene1816;SAOUHSC_01902;ABD30965.1;3920849;conserved hypothetical protein;298;248;26;58;26;43;93.30250428;-2.142630098;0.412915986;-5.189021909;2.11E-07;1.23E-06
gene1817;SAOUHSC_01903;ABD30966.1;3920850;conserved hypothetical protein;150;203;22;65;51;46;74.12062955;-1.225716499;0.303573726;-4.037623796;5.40E-05;0.000186765
gene1818;SAOUHSC_01904;ABD30967.1;3920851;conserved hypothetical protein;102;141;14;119;76;77;72.1622525;0.066143301;0.314169694;0.210533678;0.833251169;0.874146932
gene1819;SAOUHSC_01905;ABD30968.1;NA;truncated transposase putative;5;4;0;12;5;10;4.689355618;1.598066859;0.975066393;1.638931328;0.101227562;0.156828205
gene182;SAOUHSC_00192;ABD29370.1;3920348;coagulase;5985;3028;298;6171;9549;5361;4186.903649;1.336676355;0.518019264;2.580360321;0.009869727;0.020441767
gene1820;SAOUHSC_01906;ABD30969.1;NA;truncated transposase putative;41;7;26;27;19;13;31.09984331;-1.435280861;0.917156133;-1.564925327;0.117600419;0.177470903
gene1821;SAOUHSC_01907;ABD30970.1;3921049;conserved hypothetical protein;2140;2918;1099;1296;1122;599;1684.286905;-1.615011436;0.491758087;-3.284158367;0.001022874;0.002735664
gene1822;SAOUHSC_01908;ABD30971.1;3921050;conserved hypothetical protein;10542;11678;576;9595;7715;6720;6063.100097;0.290607554;0.440348815;0.659948533;0.509286858;0.599057972
gene1823;SAOUHSC_01909;ABD30972.1;3921051;S-adenosylmethionine synthetase;9261;11345;2793;9142;6995;7254;7307.476598;-0.310316596;0.313911432;-0.988548246;0.322884218;0.417688521
gene1824;SAOUHSC_01910;ABD30973.1;3921052;phosphoenolpyruvate carboxykinase (ATP);32708;38639;5753;39050;40121;24449;25805.42808;0.344007636;0.257700755;1.334911246;0.181905397;0.257141228
gene1825;SAOUHSC_01911;ABD30974.1;3921053;transposase IS200 family;322;362;26;281;244;201;190.5701038;0.138538958;0.344672525;0.401943723;0.687725444;0.755312152
gene1826;SAOUHSC_01912;ABD30975.1;3921054;conserved hypothetical protein;494;346;121;973;662;588;477.8533735;0.845635243;0.380447208;2.222740041;0.026233334;0.048859362
gene1827;SAOUHSC_01913;ABD30976.1;3921055;conserved hypothetical protein;120;144;17;214;186;159;117.1193778;0.962775145;0.271013002;3.552505374;0.000381581;0.001110645
gene1828;SAOUHSC_01914;ABD30977.1;3921056;conserved hypothetical protein;1463;1843;215;933;691;579;794.6702088;-0.696908796;0.217252168;-3.207833554;0.001337389;0.003458502
gene1829;SAOUHSC_01915;ABD30978.1;3921057;conserved hypothetical protein;846;791;177;978;638;570;593.1185193;0.041361869;0.281668077;0.146846135;0.883253469;0.915371777
gene183;SAOUHSC_00193;ABD29371.1;3920349;hypothetical protein;327;196;2;260;410;301;197.5138934;1.236387292;0.778104556;1.588973206;0.112066442;0.170625367
gene1830;SAOUHSC_01916;ABD30979.1;3921058;o-succinylbenzoic acid--coa ligase putative;993;991;305;990;680;548;720.1279848;-0.443927586;0.368779253;-1.203775926;0.228676197;0.31261078
gene1831;SAOUHSC_01917;ABD30980.1;3921059;conserved hypothetical protein;96;116;5;527;330;379;196.3386293;2.625710868;0.396456868;6.622942066;3.52E-11;3.61E-10
gene1832;SAOUHSC_01918;ABD30981.1;3921060;conserved hypothetical protein;11350;9201;1174;11131;14707;8963;7911.990977;0.718166256;0.348242957;2.062256372;0.039183334;0.069031296
gene1833;SAOUHSC_01919;ABD30982.1;3921061;conserved hypothetical protein;14257;8896;1830;17847;21690;14215;11326.84418;1.01778654;0.355002318;2.866985618;0.004144018;0.009472042
gene1834;SAOUHSC_01920;ABD30983.1;3921062;conserved hypothetical protein;474;388;27;426;358;334;266.451201;0.473281069;0.410533402;1.152844242;0.248974321;0.336389104
gene1835;SAOUHSC_01921;ABD30984.1;3921063;conserved hypothetical protein;223;129;6;249;166;160;121.4673988;0.852718571;0.55425233;1.538502457;0.123925808;0.185380542
gene1836;SAOUHSC_01922;ABD30985.1;3921064;conserved hypothetical protein;398;388;36;551;328;358;277.4815749;0.632068541;0.321114839;1.968356685;0.049027012;0.083522979
